0.008333698	-5.206959e-06	0.055304278	-0.02813706	0.00754497	0.0033619914	0.0019882736	-0.008244053	0.03471164	0.040390715	0.02876578	-0.1010214	-0.003557013	0.0090742735	-0.021822564	0.05988065
-0.03693689	-0.044417117	0.04135682	-0.062731035	0.008161134	0.035356883	-0.017859105	-0.029582212	0.113800384	0.04292415	0.024513878	-0.042715125	0.006260355	-0.008139637	-0.020690834	0.02491746
-0.04072084	0.017401582	0.09543669	-0.096688986	0.020841476	0.023371499	0.05466436	0.010291695	0.05517423	0.030105088	0.067559496	-0.11778355	-0.004123756	0.00662371	0.05973349	-0.005954863
-0.019402009	0.008199005	0.06258622	-0.010053101	0.02405825	-0.0055370093	-0.008896106	0.039370153	0.11189441	0.039036628	0.028981982	-0.03531405	0.03269919	-0.008804681	0.0077873245	0.0012017755
-0.034654465	-0.016179962	0.032105513	-0.053048074	0.066142365	0.08356716	-0.045265563	-0.022374842	0.028736725	0.0390211	-0.016312208	-0.042265754	0.022771368	-0.03769923	0.023029627	0.0104626445
-0.037926897	0.0034071514	0.02170292	-0.044309862	0.0593481	0.0012299457	-0.02478686	-0.008580473	0.04221527	-0.040904332	-0.05348222	-0.035278313	-0.050802648	-0.023815416	-0.049613535	-0.047101874
-0.11693777	-0.085450105	0.08061013	-0.0610393	-0.00879342	0.054510638	0.019742595	-0.036879662	0.099556506	0.029306147	-0.006895035	-0.09362075	0.023905268	0.009917452	-0.00437546	0.075644195
-0.02943677	-0.017100334	0.05514865	-0.047266603	0.07411287	0.010331429	0.020327426	-0.026152132	0.04904166	-0.046591233	-0.012034661	-0.05796825	0.0543657	0.04287214	0.016420752	0.024911718
-0.022133274	-0.04865715	0.092104025	-0.006004136	0.0067376993	-0.04630649	-0.015623351	0.013640993	0.053042483	0.03954618	0.04939979	-0.036091223	-0.039437238	0.015643852	-0.039213903	5.5244163e-06
-0.03564336	0.01042176	0.07462227	-0.07867584	-0.016231101	0.07350328	0.006565356	-0.055609986	0.06796713	0.06282765	0.005648522	-0.03602518	-0.02212241	-0.07527859	0.043192774	-0.030377358
0.02830631	0.040186197	0.051433492	-0.013639131	-0.01362747	0.026776552	-0.0033964373	-0.037192192	0.030354	0.07410989	0.00011472837	-0.06120894	0.027007718	0.019409794	0.039460465	-0.07291263
-0.0859675	-0.042971637	0.114893414	-0.09713543	0.03273613	-0.022570377	-0.03143203	-0.021941906	0.097595096	-0.013309303	0.029768009	-0.07886935	0.047497123	-0.015073979	-0.034336735	0.020326287
-0.07274979	-0.06612204	0.059112497	0.0039170086	-0.008341653	0.03700754	-0.028571298	0.042035542	0.023277968	-0.048473954	0.005899306	-0.08725717	0.06237833	-0.02066201	-0.026927052	-0.089986116
-0.028649744	0.050396647	0.00850938	-0.052315693	0.03277927	0.07278971	-0.09234801	-0.08704499	0.03547103	-0.0060733235	0.11317684	-0.08725081	0.06641302	0.1025348	-0.056047164	0.017398756
-0.005995565	-0.011823007	0.121990435	-0.0363994	0.012628218	-0.053498603	-0.03454307	0.065729335	0.061488282	0.026981533	0.035899922	-0.02020307	-0.03604085	-0.03611666	0.028251236	0.0021892663
-0.060524516	-0.009279672	0.07255295	-0.029510641	-0.0022521357	0.006275787	0.017828636	-0.07081382	-0.009226155	0.057435803	0.019728793	-0.021022227	-6.564958e-06	0.035707988	-0.020220697	0.061809514
-0.018356808	0.067478955	0.05835363	-0.015263533	-0.0128745735	-0.060273282	0.021555122	-0.02418377	0.04957589	-0.043469474	-0.06644316	-0.060399894	0.028006569	0.022621851	0.024618529	-0.023763413
-0.06529973	0.041494615	-0.018718665	-0.14560108	-0.00987053	-0.030306734	-0.035585206	0.024707554	0.050939027	0.041161377	0.009305544	-0.056071863	-0.0036811472	0.03159706	0.032075863	0.08767953
-0.022701273	-0.05215334	0.08244385	-0.050808545	0.037567694	0.05892809	-0.0074292454	-0.040251523	0.054280616	-0.04509523	-0.005494924	-0.048797324	0.027267039	-0.15010546	-0.099557206	-0.011329603
-0.024474023	0.028803349	-0.0063645937	-0.08598307	-0.05210946	-0.014233143	-0.050058015	-0.041307334	0.061492886	-0.014073036	0.15098593	0.0050648535	-0.015478278	0.027953256	0.01297703	-0.054066963
-0.07850458	-0.011253289	0.07914108	-0.06393717	0.030300606	0.015277162	-0.040729336	-0.0923652	-0.041770812	-0.136992	0.0376305	-0.017910482	-0.07856998	0.043798555	-0.053765617	0.060478806
0.03467654	0.0083087655	0.057563726	-0.04494828	0.047682874	-0.026058475	-0.031518348	-0.020833079	0.15511504	0.04854056	0.06157196	-0.084610924	-0.032973003	0.022821119	-0.023273136	0.022282971
0.09637812	0.07501739	0.06495169	-0.04884847	-0.054064367	0.056810632	0.0053419797	-0.074775055	0.12325145	-0.014217014	0.036456037	0.0020315654	-0.118495665	-0.12118393	-0.025343793	-0.100576244
-0.09058957	-0.033406332	-0.02296804	0.0073394515	0.057102714	0.014446949	-0.031060645	-0.094801046	0.01944065	-0.008937623	0.06143778	-0.07894498	0.039876286	-0.008123755	-0.12178167	0.034543335
-0.015494653	0.12430453	0.115913495	0.014381591	0.07809747	-0.035254795	-0.003756265	-0.061465427	0.049546912	-0.039897174	0.056117322	0.015672155	0.009160444	-0.08296858	0.012765508	-0.04875857
0.09983896	0.040862434	-0.012335097	-0.036111034	0.018821467	0.06213296	0.03651166	0.018621704	0.10809385	-0.053479515	0.049520694	-0.08199358	-0.004481409	0.02231326	-0.040364232	-0.0070664394
-0.03831826	0.036007658	0.015949417	-0.06503182	0.022362579	0.044393044	0.0016762982	0.093251675	-0.026739325	-0.03116156	-0.05312253	-0.027199557	-0.08392504	0.05456143	-0.036387466	-0.046527058
-0.03414428	0.00994618	0.030302932	0.07595791	0.018672585	0.0523395	-0.08440218	0.0033248712	0.0417418	0.021731565	-0.026509885	-0.0148841385	-0.05019845	-0.019835584	0.008985218	0.09708985
